H3_V_avg,H5_V_avg,H7_V_avg,H3_I_avg,H5_I_avg,H7_I_avg,U_THD,I_TDD
0.0396352755814086,0.3877422920211514,0.9432364219690796,1.3074423450168986,-0.8749973884792356,2.880901657180989,1.0205929589318465,1.5762398217099143
0.8317898189105098,2.095088772672609,1.2451374614571449,1.6070213218314238,3.4922247385415375,1.6548294344810426,2.575196801439832,2.009769998280841
1.9496285166316734,0.8819094400192644,1.6059497384015793,0.8500574404398229,1.5691874484319757,0.8268728481352153,2.675423363793217,0.9444998750416443
0.3005113004236253,0.37245545839172267,2.18195475175401,4.199305588983494,2.409619754168469,1.206809427767976,2.2338210870322603,2.396035681499101
1.4775641640023685,0.9316250249923008,1.2248664210776505,0.19576168306247474,1.6933100598813424,2.8431944699692773,2.133405445624318,1.591870859452532
1.6620049312033438,1.4985707631322258,0.19769946119288356,1.8058963007082778,2.864769776298037,3.0470998485438843,2.2465662243554916,2.18756815480587
0.8614555475541519,1.8697519055999479,0.8766277331709661,0.2872689373239365,0.49570688649022604,3.2323498027671613,2.2375330235486866,1.576365169393733
0.4551753866962819,-0.29178002082488097,1.8382334961301317,2.6169706014465604,1.2023939463360098,3.1689788282910762,1.9160956655400807,2.0562790652174012
1.6641143187913952,0.6939978638785703,1.7677307735061358,3.1300662372591583,4.658734764827191,0.30649950369205553,2.5250310074680606,2.699174382079846
0.8529612742615891,0.2610722579917971,0.7837298205940044,3.2894085878855224,2.5011016736766623,2.4293780262876603,1.187406455671856,2.301831894750754
0.44751463368460737,0.18332043838600326,-0.023318244383181516,2.3993203051207215,1.8568964679296152,2.785127339222517,0.48416884556218454,1.9776820298159878
0.8837748673239658,1.1663571442385492,2.094700812010517,1.8566369979906094,2.7843041941789517,3.1095000794325847,2.5552335501607906,2.1936448504211983
1.2550055506466282,-0.03703488570947977,1.6855377478449796,0.551584928370441,3.1223685981805915,1.0228657170207445,2.101772588631721,1.599840374017776
1.0989697762367046,0.4662020122102981,1.6534809482680013,1.7362510786381122,-0.05986123750505902,1.784059403112608,2.0393818013201774,1.1957842917170103
1.491150221582453,0.8976009254154084,1.8846195043799177,1.3836255362744476,0.5574934824002357,0.7456231500172932,2.565347360674808,0.8008206639337156
1.6834693050710179,0.5647314393081274,-0.021868836803400068,2.809197403339442,2.131426432627463,1.3291691264018424,1.7758008744457976,1.8096089538300166
1.09192821690669,0.9318254448726364,1.3691874842910066,1.8635128600569006,0.9883100520770142,2.4705057901823926,1.9837540819688928,1.5599328320049195
0.7728501792091624,1.6178181142061299,2.0712641504662335,0.7758355040713851,0.887415796592733,0.36045145698964803,2.739483168622089,0.5919031083749741
1.635771232631995,1.770817682317646,0.8828320675109083,2.755246078953831,2.3021298528786245,0.9489948572845298,2.5672816847671434,1.783328603018946
1.1720600141414301,0.8599101084321382,0.878498036451346,2.595521859231769,4.011374174128937,3.1240817711391053,1.6985078367148772,2.7412487868207216
0.4937468278541889,1.4862752830592798,0.7121073629262217,4.489952294587492,1.6846263319509494,2.3654675268387892,1.7204351319892168,2.567744061186716
1.3999742186530086,0.935407501091786,0.19712104514685644,2.0884656224338882,0.9758348201158503,1.4364003219933097,1.695220254843503,1.3042676968323088
0.30247407190337405,0.6134131398888197,0.9506688378372542,1.470651547470633,1.6689052191741107,0.7939597077718124,1.1711265873495076,1.1341680385261046
1.3669377417452961,1.0401560334202455,1.0844058672329884,0.03965459990370034,3.153008525702101,1.6903168236945811,2.0313491695318158,1.71802623599157
0.11435619234001007,1.7286460912727228,1.657374839026098,3.819658469171922,3.3550870802660704,1.8202395227672488,2.397537487639297,2.593060360152738
0.6714170248313692,1.6596333394825349,1.4863589363687946,3.109986850199266,1.479514518159823,1.1287945112173565,2.3268963299809324,1.7403594942384035
0.4484724420074722,1.8010619028926702,1.2929593783243207,2.067648135593571,1.690372933206099,4.110245969366328,2.262011375587737,2.3537911851734594
1.4676094775059072,0.8857101745036626,1.5802468871700037,1.6960854636517964,0.8311358882504006,3.9749280968143434,2.3314245250693744,2.1132876164221597
0.5755236818946037,0.8295616266252965,1.5127735397520545,1.6420963914260291,0.5422131961106905,1.8940504158213751,1.8187588579481035,1.231586814417536
1.2340061003119533,0.568807010807494,-0.03419801472904499,2.024595800382256,1.8251022955411829,2.0461873132935295,1.3592210914204794,1.6366878397571207
1.9877723291562406,1.1591448944197213,0.4074451559512866,3.3453561980164426,-0.0403921911967485,1.3931137350357736,2.3368498612291506,1.7402698603934446
0.7949249665236384,1.6897108002038077,1.799675506765095,4.0350861720477305,3.011611901121472,3.944355892610149,2.5934263475908086,3.071385269082281
2.0718890167543713,0.9710550534730383,0.5504932827829117,4.06347847732026,0.5208548755527227,2.209628784678049,2.353447443435274,2.2351503102686157
1.2053006230881729,1.1780932952886642,1.8281793593646012,1.593270100033066,1.0161538814562512,1.2823496870628515,2.4865424135589573,1.0966530315327072
1.2662495626106682,0.5891333114233732,0.08687883026070625,1.8119334351348013,1.3361082512518268,0.8975843570486188,1.3992905147208876,1.1638212232157057
1.8157954161445993,0.4903147739689875,0.5753537789471052,2.274403005086258,3.4614305424528875,2.736435726125435,1.966863884922572,2.3837659449279216
0.8125542740169436,1.3392882506197432,1.4579660496562359,3.376162765173093,1.5830832328233346,0.6457824662564796,2.1400005767339185,1.8172640135214149
1.7371336840593716,0.5064887141453835,1.2948505718468313,2.460562934696411,2.347162492684744,3.908474386433517,2.225039832736123,2.487770126081308
0.2729819061381787,1.4117161160075413,0.42740433348306434,1.014593593677462,1.6588181162450821,1.4117006075776874,1.500045325166661,1.1538751150913238
0.8263435692314809,0.49210020810142496,1.722321823912568,2.6829846073709085,0.18129438863696673,1.2747203516725363,1.9726628638338595,1.4290409498988454
1.247528920701629,1.7326924878846082,1.8168599530254324,1.3557229268359567,2.0511400189507523,2.8949384344410003,2.803485643706117,1.823860811676141
1.9200902556937078,1.6019566295240621,1.2558233876090332,3.6490798776035973,0.13890575221710844,3.1327717342059973,2.798232301606114,2.310418172530009
2.025337620574071,1.431285677681432,1.258350548880216,2.885211477096001,3.4988964037637524,2.3057155155147857,2.7810101172623907,2.4430310973348184
0.32888945840890305,1.8507177254861973,1.807367210641006,-0.004434784773011793,1.0386662387487922,4.848965608152867,2.6076619047302807,2.381289418994624
0.7422798394707221,1.3939789846755037,0.41127974372804976,0.838698426576302,2.4819541088566996,2.9813424769086847,1.631964398325723,1.9058467569425521
0.7734836304114244,1.2494432576681735,0.7841129266988187,3.1490519112607798,1.792740221159122,1.5867306913746666,1.6655985297973463,1.8995596846613905
1.6800487611654058,1.1010631837068825,0.6220196516339385,0.7428509019258083,1.865909351091821,1.837307224522502,2.102810600464758,1.3070894134233053
0.25526065005564236,0.6887335236884036,1.4163408891309048,1.6906122799510486,2.5351794468585442,2.7635344914353626,1.5954727764343697,1.9753890442416961
1.8600363201243044,1.1588682051519918,1.0712216829388592,1.5223017069790266,2.9203194167904627,2.3145270550067276,2.4393086157950834,1.9329252106394408
0.9084393927079039,1.6198512597556562,1.9632701283672507,-0.020228412917339476,2.2032305374984054,1.368168814772427,2.7025191638348565,1.245421973958373
0.4742356554907221,0.33170705888702745,1.5021041370605661,1.6112823681176045,4.238868515448502,0.8271913036949118,1.6097347198928973,2.2135292716021553
0.9766092898902851,0.4980847880760026,0.9528134205077322,0.7427097064056422,0.7512907903611786,0.9079798251736866,1.452483244485928,0.6689231420063922
1.4122142033068679,0.39643877999697696,2.3198283933501234,0.16659980645962813,0.20175608680786847,1.4962243011732388,2.7446523344315503,0.7293887360229816
1.6262227025550045,0.5102403411976738,1.8977220368375323,4.015854615858388,0.888094248683292,0.7785977462782663,2.5507438940806293,2.0100799042819153
0.7000031055325759,0.03661517723130661,1.2721559197037837,-0.167557088626271,-0.031078014185623434,1.629759945412493,1.4524894846422505,0.7868759792592082
1.6962453190470457,0.7759615826060049,0.3604513710280003,1.4603153975095087,0.4626773935063622,0.8297973717182792,1.8998130831598659,0.8365882365961946
1.1868706099228639,1.30982405538026,0.5727256475837745,4.231141704193483,1.415401623283871,1.2748697714357577,1.8580407875371616,2.2282072111438653
1.1176154623762644,1.3472508511978483,1.608218440913899,3.7361492901581386,2.471426922188159,-0.3444755346317986,2.3770813472599905,2.1574476555597544
0.9894096183206081,1.0702961407415073,0.6700503879386377,2.2608507571436074,2.9581536203210197,1.2441540024867193,1.6041922403777593,1.8850512656188005
1.3878654465030857,1.636458909685674,0.5270262066980976,1.4560866055759114,0.8779627898506277,2.889057487713697,2.2095078373324277,1.6097530373012598
1.5420110803584297,1.2090283540251054,0.9005714720413034,4.051233792851201,1.5166602505780489,0.3586805063154139,2.156519582345467,2.084385071339453
0.5635879613536936,1.3399836826427491,-0.03347671012273812,2.1216575437586838,2.4178010427458436,1.06128732236068,1.4540661436304327,1.6265585890039869
1.74729008851557,0.16904012443085742,0.20251391042663947,1.7833933313154233,2.2953475910450187,3.121375961157025,1.767090575213573,2.048154568569937
0.5816396363990471,1.6275053814158047,1.543795916382268,3.5407568772753812,2.2603085980813438,0.31498183022185083,2.31740895497674,2.0228392108107123
0.75053025811832,0.6667933724338106,-0.0066265366745037815,3.7864362317887483,0.6073417130869874,0.5289202739224482,1.0039686154761538,1.8589174946572053
1.7802955042183939,0.3540255752907697,0.630190740545478,1.7900612636586775,-0.5010183950113101,0.9119841629850021,1.9214386692708783,0.9942618575137228
1.3974748897043783,1.70635626597234,0.4694321191803316,3.231137037585659,2.440083727658251,0.7396346467785251,2.254984321075308,1.9764910938540985
1.1221147352626477,0.7407167158098886,-0.22446005451890316,1.555835426806674,1.328090562782769,4.0743505593888605,1.3631526137041217,2.1892433233933213
0.2978885454390452,1.2346955411614287,1.899802409747775,2.7939581942710787,3.653658289683551,2.6165156670802023,2.285270194298949,2.5410460899774616
1.5432017620907774,1.5374217220592274,1.454529143943663,1.8967183148462412,2.747293966476461,3.7884714562487196,2.6193114096191628,2.4247761169653512
1.5177335665860667,0.687818644173872,0.9025724151273334,1.4063809861046872,2.08236757224081,3.2111667772050914,1.8950584769246657,1.9579968418035245
1.451465075193677,1.8568043236581357,1.8214584811794932,1.126254125101073,3.4552983754152495,2.7852572380805594,2.978621184293706,2.198724126421311
0.3110959040078751,0.8627703257821598,1.36247969110828,3.8522417038968735,1.9717105981405443,0.5105910055540216,1.642408050766692,2.092484265051846
0.6740618510315929,1.3571209814010567,0.6085253169079543,2.011096369272423,2.9137546853356846,1.9393449921742998,1.6329236964699332,1.9384544773535966
1.676037135761913,0.9043406450867044,0.5129203436032406,1.6863811842764875,1.2408014627578423,2.827451224692032,1.9723133021127501,1.6894512868975957
1.9381835570365893,0.16133319888839365,1.1329786728438602,1.919940724782043,0.6963633279367318,1.5075368166661212,2.2508275311426247,1.2189644449338093
1.269704590853055,1.6933785572211841,2.0705653024851323,3.9781914170806316,3.0406853992593326,3.207559790917002,2.960898741589312,2.8554775738505898
1.2288316237070476,0.032541242083016925,1.7104220806133101,3.3756337106707175,1.0860676782760932,1.9145081929631382,2.1063308822947002,1.9351359473669487
1.2413326413099781,0.939863761489748,0.9540429953456094,0.5974186703723972,0.619414704492238,3.1257736678581853,1.826047275814974,1.5568409603149034
1.305828751264075,1.1435512156146619,0.9269775151378256,3.89100837349925,2.483535174760079,3.468553204664069,1.967786935603741,2.7726560205386215
0.3679109450221513,1.940554154155781,1.8015704422540877,3.7111995862567166,0.9311420747433121,3.0132072543452617,2.6733434023862217,2.3386949514158837
0.13716898644067238,1.6020099916063868,1.1885457764957084,1.325739036945842,3.1910891591253487,3.0568386878261395,1.9994730322946703,2.215425155600492
0.8979677138271609,1.3598533287996826,1.2516688330867152,1.9016619630017906,2.1083256889033946,1.8957927472476452,2.054804603519326,1.6393988685359557
0.8207697033671173,0.7822431682232853,1.4459038105510655,2.5232445968594095,1.2890317591080998,3.219977328545677,1.837445267093265,2.0596353130441902
0.6024967614709865,0.8261173817002562,0.47602802003860667,0.3323220072215418,2.7322424049653633,3.1345657750889107,1.1278630022268614,2.0031317911298387
0.8536297390727204,1.7352662473414602,1.0266550818626166,2.8171151193511146,2.450271282030096,3.6752108150292924,2.1894870033197757,2.5157638311426713
0.24271283367952737,0.6848814680638692,0.3934362943043243,2.0020356873357086,0.14263425187346013,1.218699309672801,0.8262955056188951,1.1275703308242255
1.3156649551359245,0.8785479237251418,1.693371943643323,3.52861470845939,3.5847739093174664,2.8109421415963323,2.317397088971361,2.767010235100285
-0.28956799492437274,0.9312364968984518,2.2191406910847853,4.168133566869256,2.4675938918187335,1.248600467315575,2.4239712134570577,2.4020208106806646
1.6214396847147117,0.804388668230224,1.5988366394097953,2.2082290642414693,3.194813158259516,1.4314706405874842,2.4150334118318417,1.9875957770018982
1.683716727553152,2.2615410262274507,0.9289018300906156,0.44997008684654627,2.295168099637921,2.04543104406507,2.9685566260217944,1.4920255380836804
1.42990694413757,1.270536081168842,1.3300619309565362,1.7721058427854302,2.848300493218195,1.2465562343901821,2.3297983909824795,1.7184872854972613
0.6983614166821617,1.6091717619124157,1.6115339364338146,3.4090525402607645,1.5901895899667955,0.4470049363662125,2.382054587100071,1.8190708441970416
1.5201890425645426,0.6821999574585641,0.5020773166575693,4.304240392898557,3.9753966119363917,3.582463021812064,1.740245137614765,3.297828201443743
1.732381380993967,0.31558510691800395,2.037641516754317,4.067034755012478,0.9684090187682458,2.0514392908814143,2.6930878484973055,2.236253107257191
1.8205513294425237,-0.015942150370762867,0.1556789237434505,4.339576371611866,3.1983290040189485,0.9424100707594052,1.8272649568662185,2.627938160546467
0.9646680657959021,1.1267675235904142,0.5763877059427734,2.7662681392377753,1.1140904781052312,0.8225001295090589,1.5913554967217272,1.4855114199170933
1.2368278191621338,0.5302321933538146,0.7426246836158024,2.1830403063884507,0.23694050290292076,3.5012393019299934,1.5370037910940972,1.9845926335300803
0.23443358076844353,1.5141873707025217,0.46126876403793293,0.893475778071299,0.16991810446784755,0.5456054322940607,1.6001535457774083,0.509295517030334
